univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki,alumniId,alumniNormalizedName,universityNormalizedName
Trisakti University,Rahma Landy Sjahruddin,TV presenter,,Miss International,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,fashion model,,Miss International,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,dentist,,Miss International,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Beauty pageant,,Puteri Jakarta SCR 5,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Dentist,,Puteri Jakarta SCR 5,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,,,Puteri Jakarta SCR 5,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,actress,,Puteri Jakarta SCR 5,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,TV presenter,,Puteri Jakarta SCR 5,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,fashion model,,Puteri Jakarta SCR 5,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,dentist,,Puteri Jakarta SCR 5,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Beauty pageant,,Miss International 1988,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Dentist,,Miss International 1988,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Beauty pageant,,Miss International 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Dentist,,Miss International 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,,,Miss International 1988,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,actress,,Miss International 1988,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,TV presenter,,Miss International 1988,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,fashion model,,Miss International 1988,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,dentist,,Miss International 1988,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,,,Miss International 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,actress,,Miss International 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,TV presenter,,Miss International 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,fashion model,,Miss International 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,dentist,,Miss International 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Beauty pageant,,Puteri Indonesia Pariwisata,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Dentist,,Puteri Indonesia Pariwisata,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,,,Puteri Indonesia Pariwisata,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,actress,,Puteri Indonesia Pariwisata,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,TV presenter,,Puteri Indonesia Pariwisata,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,fashion model,,Puteri Indonesia Pariwisata,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,dentist,,Puteri Indonesia Pariwisata,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Beauty pageant,,Puteri Indonesia Pariwisata 2006,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Dentist,,Puteri Indonesia Pariwisata 2006,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,,,Puteri Indonesia Pariwisata 2006,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,actress,,Puteri Indonesia Pariwisata 2006,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,TV presenter,,Puteri Indonesia Pariwisata 2006,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,fashion model,,Puteri Indonesia Pariwisata 2006,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,dentist,,Puteri Indonesia Pariwisata 2006,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Beauty pageant,,Miss International Indonesia 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,Dentist,,Miss International Indonesia 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,,,Miss International Indonesia 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,actress,,Miss International Indonesia 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,TV presenter,,Miss International Indonesia 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,fashion model,,Miss International Indonesia 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Trisakti University,Rahma Landy Sjahruddin,dentist,,Miss International Indonesia 2007,,alumni-7ed438a4eecd,rahma landy sjahruddin,trisakti university
Christian University of Indonesia,Rais Abin,,,,,alumni-faa7f3320503,rais abin,christian university of indonesia
BINUS University,Raisa (singer),Businessperson,,,,alumni-546fce9eac6c,raisa (singer),binus university
BINUS University,Raisa (singer),Singer,,,,alumni-546fce9eac6c,raisa (singer),binus university
BINUS University,Raisa (singer),Songwriter,,,,alumni-546fce9eac6c,raisa (singer),binus university
BINUS University,Raisa (singer),,,,,alumni-546fce9eac6c,raisa (singer),binus university
Indonesian Military Academy,Raja Inal Siregar,,,,,alumni-2f67773d0ca0,raja inal siregar,indonesian military academy
Institut Teknologi Sepuluh Nopember,Ram Soraya,,,,,alumni-23c9e073ea0b,ram soraya,institut teknologi sepuluh nopember
Institut Teknologi Sepuluh Nopember,Ram Soraya,Entrepreneur and film producer,,,,alumni-23c9e073ea0b,ram soraya,institut teknologi sepuluh nopember
Trisakti University,Randy Pangalila,,,,,alumni-bbc1fe97cb24,randy pangalila,trisakti university
Trisakti University,Randy Pangalila,Actor,,,,alumni-bbc1fe97cb24,randy pangalila,trisakti university
Trisakti University,Randy Pangalila,singer,,,,alumni-bbc1fe97cb24,randy pangalila,trisakti university
University of National Education,Ratna Ani Lestari,,,,,alumni-fe0803a93d36,ratna ani lestari,university of national education
Universitas Gadjah Mada,Ratna Eka Suminar,peneliti,Universitas Gadjah Mada,asisten ahli,,alumni-18e7b47f0a53,ratna eka suminar,universitas gadjah mada
Universitas Gadjah Mada,Ratna Eka Suminar,dosen,Universitas Gadjah Mada,asisten ahli,,alumni-18e7b47f0a53,ratna eka suminar,universitas gadjah mada
Universitas Gadjah Mada,Ratna Eka Suminar,pegawai negeri sipil,Universitas Gadjah Mada,asisten ahli,,alumni-18e7b47f0a53,ratna eka suminar,universitas gadjah mada
Airlangga University,Razie Jachya,,,,,alumni-61f55b7c6526,razie jachya,airlangga university
Universitas Pancasila,Reda Manthovani,jaksa,Kejaksaan Indonesia,Jaksa Agung Muda Intelijen,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,pegawai negeri sipil,Kejaksaan Indonesia,Jaksa Agung Muda Intelijen,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,jaksa,Kejaksaan Indonesia,Kepala Kejaksaan Tinggi Banten,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,pegawai negeri sipil,Kejaksaan Indonesia,Kepala Kejaksaan Tinggi Banten,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,jaksa,Kejaksaan Indonesia,Kepala Kejaksaan Negeri Cilegon,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,pegawai negeri sipil,Kejaksaan Indonesia,Kepala Kejaksaan Negeri Cilegon,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,jaksa,Kejaksaan Indonesia,Kepala Kejaksaan Tinggi DKI Jakarta,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,pegawai negeri sipil,Kejaksaan Indonesia,Kepala Kejaksaan Tinggi DKI Jakarta,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,jaksa,Kejaksaan Indonesia,Kepala Kejaksaan Negeri Jakarta Barat,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,pegawai negeri sipil,Kejaksaan Indonesia,Kepala Kejaksaan Negeri Jakarta Barat,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,jaksa,Kejaksaan Indonesia,Kepala Bagian Tata Usaha pada Kejaksaan Tinggi DKI Jakarta,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Universitas Pancasila,Reda Manthovani,pegawai negeri sipil,Kejaksaan Indonesia,Kepala Bagian Tata Usaha pada Kejaksaan Tinggi DKI Jakarta,,alumni-aecf4e69ac06,reda manthovani,universitas pancasila
Institut Teknologi Bandung,Reini Wirahadikusumah,lektor,Institut Teknologi Bandung,Rektor,,alumni-d1866cc8e8a2,reini wirahadikusumah,institut teknologi bandung
Institut Teknologi Bandung,Reini Wirahadikusumah,pegawai negeri sipil,Institut Teknologi Bandung,Rektor,,alumni-d1866cc8e8a2,reini wirahadikusumah,institut teknologi bandung
Universitas Gadjah Mada,Rendra,Theatre director,,,,alumni-7605dc38093f,rendra,universitas gadjah mada
Universitas Gadjah Mada,Rendra,"writer, theatre actor and director",,,,alumni-7605dc38093f,rendra,universitas gadjah mada
Universitas Negeri Malang,Rengga Prakoso Nugroho,peneliti,Q114913113,Ketua,,alumni-cbc19d45af97,rengga prakoso nugroho,universitas negeri malang
Universitas Negeri Malang,Rengga Prakoso Nugroho,peneliti,Universitas Negeri Malang,Ketua,,alumni-cbc19d45af97,rengga prakoso nugroho,universitas negeri malang
Universitas Gadjah Mada,Retno Marsudi,,,Foreign minister,,alumni-d1e581296ff2,retno marsudi,universitas gadjah mada
Universitas Gadjah Mada,Retno Marsudi,,Foreign Affairs,Ministry,,alumni-d1e581296ff2,retno marsudi,universitas gadjah mada
BINUS University,Rico Waas,Politician,,,,alumni-022376111982,rico waas,binus university
BINUS University,Rico Waas,,,,,alumni-022376111982,rico waas,binus university
Trisakti University,Rico Waas,Politician,,,,alumni-c3c1a11c4100,rico waas,trisakti university
Trisakti University,Rico Waas,,,,,alumni-c3c1a11c4100,rico waas,trisakti university
Institut Teknologi Bandung,Ridwan Kamil,pegawai negeri sipil,Institut Teknologi Bandung,Wali Kota Bandung,https://en.wikipedia.org/wiki/Ridwan_Kamil,alumni-b8b3b630ad6b,ridwan kamil,institut teknologi bandung
Institut Teknologi Bandung,Ridwan Kamil,politikus,Institut Teknologi Bandung,Wali Kota Bandung,https://en.wikipedia.org/wiki/Ridwan_Kamil,alumni-b8b3b630ad6b,ridwan kamil,institut teknologi bandung
Institut Teknologi Bandung,Ridwan Kamil,arsitek,Institut Teknologi Bandung,Wali Kota Bandung,https://en.wikipedia.org/wiki/Ridwan_Kamil,alumni-b8b3b630ad6b,ridwan kamil,institut teknologi bandung
Institut Teknologi Bandung,Ridwan Kamil,pegawai negeri sipil,Institut Teknologi Bandung,Gubernur Jawa Barat,https://en.wikipedia.org/wiki/Ridwan_Kamil,alumni-b8b3b630ad6b,ridwan kamil,institut teknologi bandung
Institut Teknologi Bandung,Ridwan Kamil,politikus,Institut Teknologi Bandung,Gubernur Jawa Barat,https://en.wikipedia.org/wiki/Ridwan_Kamil,alumni-b8b3b630ad6b,ridwan kamil,institut teknologi bandung
Institut Teknologi Bandung,Ridwan Kamil,arsitek,Institut Teknologi Bandung,Gubernur Jawa Barat,https://en.wikipedia.org/wiki/Ridwan_Kamil,alumni-b8b3b630ad6b,ridwan kamil,institut teknologi bandung
Mulawarman University,Rizal Effendi,,,,,alumni-a9d93ad52e30,rizal effendi,mulawarman university
Universitas Gadjah Mada,Rizal Mallarangeng,,,,,alumni-316d48995684,rizal mallarangeng,universitas gadjah mada
Institut Teknologi Bandung,Rizal Ramli,,,,,alumni-5f27cbb8f567,rizal ramli,institut teknologi bandung
Diponegoro University,Robert Budi Hartono,,,,,alumni-b06105b6e01b,robert budi hartono,diponegoro university
Universitas Gadjah Mada,Rohidin Mersyah,,,,,alumni-1a66c0809259,rohidin mersyah,universitas gadjah mada
IPB University,Rohidin Mersyah,,,,,alumni-bf4b4ac6844a,rohidin mersyah,ipb university
Institut Teknologi Bandung,Roosseno Soerjohadikoesoemo,,,,,alumni-1c6074e3f8b8,roosseno soerjohadikoesoemo,institut teknologi bandung
Universitas Gadjah Mada,Roy Suryo,,,Minister for Youth and Sports Affairs,,alumni-31d687141c11,roy suryo,universitas gadjah mada
Institut Teknologi Bandung,Rozik Boedioro Soetjipto,,,,,alumni-1c35d4e54a6e,rozik boedioro soetjipto,institut teknologi bandung
Satya Wacana Christian University,Rui Maria de Araújo,,East Timor,Prime minister,,alumni-ef3e4f3d617c,rui maria de araújo,satya wacana christian university
Udayana University,Rui Maria de Araújo,,East Timor,Prime minister,,alumni-33ca3b6f5e38,rui maria de araújo,udayana university
Satya Wacana Christian University,Rui Maria de Araújo,,Timor-Leste,Prime minister,,alumni-ef3e4f3d617c,rui maria de araújo,satya wacana christian university
Udayana University,Rui Maria de Araújo,,Timor-Leste,Prime minister,,alumni-33ca3b6f5e38,rui maria de araújo,udayana university
Pancasila University,Rusdi Kirana,Businessperson,,,,alumni-5426d6c5ac5e,rusdi kirana,pancasila university
Pancasila University,Rusdi Kirana,Politician,,,,alumni-5426d6c5ac5e,rusdi kirana,pancasila university
University of North Sumatra,Rustam Effendy Nainggolan,,,,,alumni-03f4e899428d,rustam effendy nainggolan,university of north sumatra
Indonesian Military Academy,Ryamizard Ryacudu,,Army Strategic Reserve Command,Commander,,alumni-2183d001692f,ryamizard ryacudu,indonesian military academy
Indonesian Military Academy,Ryamizard Ryacudu,,Defense (Indonesia),Minister,,alumni-2183d001692f,ryamizard ryacudu,indonesian military academy
Indonesian Military Academy,Ryamizard Ryacudu,,Staff Of The Indonesian Army,Chief,,alumni-2183d001692f,ryamizard ryacudu,indonesian military academy
Trisakti University,Sabrina Chairunnisa,,,3,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,model,,3,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,presenter,,3,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,Celebrity,,3,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,YouTuber,,3,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,,,2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,model,,2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,presenter,,2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,Celebrity,,2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,YouTuber,,2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,,,3rd Runner Up Puteri Indonesia 2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,model,,3rd Runner Up Puteri Indonesia 2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,presenter,,3rd Runner Up Puteri Indonesia 2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,Celebrity,,3rd Runner Up Puteri Indonesia 2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,YouTuber,,3rd Runner Up Puteri Indonesia 2011,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,,,2011 Puteri Indonesia Sumatera Utara,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,model,,2011 Puteri Indonesia Sumatera Utara,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,presenter,,2011 Puteri Indonesia Sumatera Utara,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,Celebrity,,2011 Puteri Indonesia Sumatera Utara,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
Trisakti University,Sabrina Chairunnisa,YouTuber,,2011 Puteri Indonesia Sumatera Utara,,alumni-08b01f31e41d,sabrina chairunnisa,trisakti university
University of North Sumatra,Safaruddin (politician),Politician,,,,alumni-a1c8bb898665,safaruddin (politician),university of north sumatra
Institut Teknologi Bandung,Sahati Suharto,,,,,alumni-0ecaef26b18c,sahati suharto,institut teknologi bandung
Lambung Mangkurat University,Sahbirin Noor,politican,,,,alumni-328911f354b4,sahbirin noor,lambung mangkurat university
Hasanuddin University,Sahruddin Jamal,Politician,,17,,alumni-fea6fda58a6e,sahruddin jamal,hasanuddin university
Institut Teknologi Bandung,Saiful Akbar,lektor,Institut Teknologi Bandung,Dosen,,alumni-6abfbd995d8c,saiful akbar,institut teknologi bandung
Institut Teknologi Bandung,Saiful Akbar,pegawai negeri sipil,Institut Teknologi Bandung,Dosen,,alumni-6abfbd995d8c,saiful akbar,institut teknologi bandung
Institut Teknologi Bandung,Saiful Akbar,ilmuwan komputer,Institut Teknologi Bandung,Dosen,,alumni-6abfbd995d8c,saiful akbar,institut teknologi bandung
Universitas Gadjah Mada,Sakdiyah Ma'ruf,,,,,alumni-62392e066823,sakdiyah ma'ruf,universitas gadjah mada
Universitas Gadjah Mada,Sakdiyah Ma'ruf,"Comedian, translator, interpreter",,,,alumni-62392e066823,sakdiyah ma'ruf,universitas gadjah mada
BINUS University,Sakti Wahyu Trenggono,,Marine Affairs And Fisheries,Ministry,,alumni-4b708c13c8a0,sakti wahyu trenggono,binus university
Institut Teknologi Bandung,Sakti Wahyu Trenggono,,Marine Affairs And Fisheries,Ministry,,alumni-d137e73d8960,sakti wahyu trenggono,institut teknologi bandung
Institut Teknologi Bandung,Salahuddin Wahid,,,,,alumni-3a65759e9c28,salahuddin wahid,institut teknologi bandung
Andalas University,Saldi Isra,Jurist,,,,alumni-c68e517a1091,saldi isra,andalas university
Andalas University,Saldi Isra,"judge, jurist, professor of constitutional law",,,,alumni-c68e517a1091,saldi isra,andalas university
Universitas Gadjah Mada,Saldi Isra,Jurist,,,,alumni-39921bdb5818,saldi isra,universitas gadjah mada
Universitas Gadjah Mada,Saldi Isra,"judge, jurist, professor of constitutional law",,,,alumni-39921bdb5818,saldi isra,universitas gadjah mada
Universitas Andalas,Saldi Isra,dosen,Kementerian Riset dan Teknologi Indonesia,Ketua,https://en.wikipedia.org/wiki/Saldi_Isra,alumni-bbb469f9f9ee,saldi isra,universitas andalas
Universitas Andalas,Saldi Isra,pegawai negeri sipil,Kementerian Riset dan Teknologi Indonesia,Ketua,https://en.wikipedia.org/wiki/Saldi_Isra,alumni-bbb469f9f9ee,saldi isra,universitas andalas
Universitas Andalas,Saldi Isra,Hakim,Kementerian Riset dan Teknologi Indonesia,Ketua,https://en.wikipedia.org/wiki/Saldi_Isra,alumni-bbb469f9f9ee,saldi isra,universitas andalas
Universitas Gadjah Mada,Saldi Isra,dosen,Kementerian Riset dan Teknologi Indonesia,Ketua,https://en.wikipedia.org/wiki/Saldi_Isra,alumni-39921bdb5818,saldi isra,universitas gadjah mada
Universitas Gadjah Mada,Saldi Isra,pegawai negeri sipil,Kementerian Riset dan Teknologi Indonesia,Ketua,https://en.wikipedia.org/wiki/Saldi_Isra,alumni-39921bdb5818,saldi isra,universitas gadjah mada
Universitas Gadjah Mada,Saldi Isra,Hakim,Kementerian Riset dan Teknologi Indonesia,Ketua,https://en.wikipedia.org/wiki/Saldi_Isra,alumni-39921bdb5818,saldi isra,universitas gadjah mada
Indonesian Military Academy,Saleh Lasata,,,,,alumni-671e79d84aa6,saleh lasata,indonesian military academy
Indonesian Military Academy,Salundik Gohong,,,,,alumni-67c1fe1a8a15,salundik gohong,indonesian military academy
Institut Teknologi Bandung,Samaun Samadikun,Scientist,,,,alumni-3aec24d8c1e5,samaun samadikun,institut teknologi bandung
Institut Teknologi Bandung,Samaun Samadikun,Engineer,,,,alumni-3aec24d8c1e5,samaun samadikun,institut teknologi bandung
Institut Teknologi Bandung,Samaun Samadikun,Teacher,,,,alumni-3aec24d8c1e5,samaun samadikun,institut teknologi bandung
Universitas Syiah Kuala,Samsul Rizal,dosen,Universitas Syiah Kuala,rektor,,alumni-196ea66f1415,samsul rizal,universitas syiah kuala
Universitas Syiah Kuala,Samsul Rizal,pegawai negeri sipil,Universitas Syiah Kuala,rektor,,alumni-196ea66f1415,samsul rizal,universitas syiah kuala
Udayana University,Sang Nyoman Sedana Arta,Politician,,,,alumni-e249de692b96,sang nyoman sedana arta,udayana university
Universitas Gadjah Mada,Saparinah Sadli,,,,,alumni-2d02e93716ac,saparinah sadli,universitas gadjah mada
Institut Teknologi Bandung,Satryo Brodjonegoro,,,,,alumni-5e06d1c7b2f2,satryo brodjonegoro,institut teknologi bandung
Institut Teknologi Sepuluh Nopember,Satya Widya Yudha,,,,,alumni-5315ff6dd87d,satya widya yudha,institut teknologi sepuluh nopember
Trisakti University,Saud Purwanto Krisnawan,,,,,alumni-e834baf464cd,saud purwanto krisnawan,trisakti university
Pancasila University,Sayuti Abubakar,,,,,alumni-710505c0a151,sayuti abubakar,pancasila university
Trisakti University,Sayuti Abubakar,,,,,alumni-b9c423e6d66f,sayuti abubakar,trisakti university
Institut Teknologi Bandung,Setiadi Reksoprodjo,,,,,alumni-50519a4dcc8e,setiadi reksoprodjo,institut teknologi bandung
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,birokrat,Hizbullah (Indonesia),Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,pegawai negeri sipil,Hizbullah (Indonesia),Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,politikus,Hizbullah (Indonesia),Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,birokrat,Pemerintah Kota Sawahlunto,Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,pegawai negeri sipil,Pemerintah Kota Sawahlunto,Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,politikus,Pemerintah Kota Sawahlunto,Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,birokrat,Pemerintah Provinsi Sumatera Barat,Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,pegawai negeri sipil,Pemerintah Provinsi Sumatera Barat,Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Universitas Gadjah Mada,Shaimoery Wignjo Soebroto,politikus,Pemerintah Provinsi Sumatera Barat,Wali Kota Sawahlunto,,alumni-1a72692aa562,shaimoery wignjo soebroto,universitas gadjah mada
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,Senator,,,,alumni-b418f7d5edd8,shaleh muhamad aldjufri,alauddin islamic state university
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,Ulama,,,,alumni-b418f7d5edd8,shaleh muhamad aldjufri,alauddin islamic state university
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,,,,,alumni-b418f7d5edd8,shaleh muhamad aldjufri,alauddin islamic state university
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,Politician,,,,alumni-b418f7d5edd8,shaleh muhamad aldjufri,alauddin islamic state university
Alauddin Islamic State University,Shaleh Muhamad Aldjufri,lecturer,,,,alumni-b418f7d5edd8,shaleh muhamad aldjufri,alauddin islamic state university
Parahyangan Catholic University,Sidharto Reza Suryodipuro,,,,,alumni-e40e0396b10c,sidharto reza suryodipuro,parahyangan catholic university
Indonesia Open University,Sientje Sondakh Mandey,Politician,,,,alumni-26b45a3a9c24,sientje sondakh mandey,indonesia open university
Indonesia Open University,Sientje Sondakh Mandey,,,,,alumni-26b45a3a9c24,sientje sondakh mandey,indonesia open university
Sam Ratulangi University,Sientje Sondakh Mandey,Politician,,,,alumni-76ef73b93857,sientje sondakh mandey,sam ratulangi university
Sam Ratulangi University,Sientje Sondakh Mandey,,,,,alumni-76ef73b93857,sientje sondakh mandey,sam ratulangi university
Universitas Gadjah Mada,Sigit Pamungkas,,,,,alumni-797e45d1a5aa,sigit pamungkas,universitas gadjah mada
Universitas Gadjah Mada,Sigit Pamungkas,Politician,,,,alumni-797e45d1a5aa,sigit pamungkas,universitas gadjah mada
Universitas Gadjah Mada,Sigit Pamungkas,bureaucrat,,,,alumni-797e45d1a5aa,sigit pamungkas,universitas gadjah mada
Universitas Gadjah Mada,Sigit Pamungkas,lecturer,,,,alumni-797e45d1a5aa,sigit pamungkas,universitas gadjah mada
Atma Jaya Catholic University of Indonesia,Simon Soekarno,,,,,alumni-272601dbc358,simon soekarno,atma jaya catholic university of indonesia
Indonesian Military Academy,Sintong Panjaitan,,,,,alumni-9e0dd9f149ce,sintong panjaitan,indonesian military academy
